"vrq","attain","pid","sex","sc","sid","fed","choice","med","cons","pupil"
96,10,104,"Male",0,14,1,1,1,1,4
103,7,104,"Male",0,14,0,1,0,1,11
104,10,104,"Male",0,14,0,1,1,1,8
107,10,104,"Female",0,14,0,1,1,1,5
95,5,104,"Male",0,14,1,1,1,1,7
106,10,104,"Female",20,14,0,1,0,1,2
96,7,104,"Female",0,14,0,1,0,1,19
104,3,104,"Male",0,14,1,1,1,1,3
96,5,104,"Female",20,14,0,1,0,1,10
103,4,104,"Female",0,14,1,1,1,1,9
111,10,104,"Female",20,14,1,1,0,1,14
100,5,104,"Female",20,14,1,1,1,1,12
100,3,104,"Male",0,14,0,1,0,1,17
107,5,106,"Male",20,14,1,1,0,1,2
88,3,106,"Female",0,14,0,1,0,1,5
103,7,106,"Female",0,14,0,1,0,1,3
101,8,106,"Female",0,14,0,1,0,1,4
96,2,106,"Male",20,14,0,1,0,1,6
91,7,106,"Male",0,14,0,1,1,1,1
114,10,106,"Female",0,14,0,1,1,1,7
95,5,108,"Male",0,14,0,1,0,1,14
86,3,108,"Female",20,14,0,1,1,1,16
95,6,108,"Male",0,14,0,1,0,1,17
102,10,109,"Male",0,14,0,1,0,1,27
109,7,109,"Male",0,14,0,4,0,1,15
115,10,109,"Female",0,14,0,1,1,1,24
110,8,109,"Female",20,14,1,1,1,1,34
113,6,109,"Male",20,14,0,2,1,1,32
93,2,109,"Female",0,14,0,4,0,1,33
82,3,109,"Male",0,14,0,1,0,1,8
92,10,109,"Female",1,14,1,2,1,1,17
107,10,109,"Male",0,14,0,4,0,1,38
98,8,109,"Female",0,14,0,1,0,1,18
104,4,109,"Male",31,14,0,1,1,1,3
104,10,109,"Female",20,14,1,1,1,1,37
98,4,109,"Female",20,14,0,4,0,1,40
93,4,109,"Female",0,14,0,1,0,1,1
96,9,109,"Female",0,14,0,1,0,1,19
105,10,109,"Female",0,14,0,1,0,1,11
106,4,109,"Male",0,14,1,1,1,1,14
103,5,109,"Male",0,14,0,1,1,1,12
78,2,109,"Male",20,14,1,4,0,1,26
91,6,110,"Female",20,14,0,1,1,1,32
90,2,111,"Female",0,14,1,1,1,1,13
100,10,111,"Male",31,14,0,1,1,1,17
91,2,111,"Male",0,14,0,1,0,1,10
86,3,111,"Male",31,14,0,4,1,1,7
99,2,111,"Male",0,14,1,1,1,1,8
86,3,111,"Female",20,14,0,4,0,1,14
80,2,111,"Male",0,14,1,1,1,1,9
95,8,111,"Female",20,14,1,1,1,1,12
89,6,111,"Female",31,14,0,4,0,1,16
111,10,111,"Female",0,14,0,1,1,1,15
109,9,111,"Male",0,14,0,1,0,1,11
88,3,111,"Female",0,14,0,1,0,1,2
103,10,111,"Female",31,14,0,1,0,1,1
89,3,111,"Male",20,14,0,1,0,1,5
91,2,111,"Male",20,14,0,1,1,1,4
77,2,111,"Male",31,14,0,1,0,1,6
91,6,111,"Male",31,14,1,1,1,1,34
103,9,111,"Female",20,14,0,1,0,1,38
107,6,111,"Male",20,14,0,1,0,1,37
98,9,111,"Female",0,14,1,1,1,1,40
96,10,111,"Female",20,14,0,1,0,1,18
74,1,111,"Female",0,14,0,1,0,1,21
106,10,111,"Female",20,14,1,1,1,1,36
110,10,111,"Female",31,14,0,1,1,1,31
83,4,111,"Male",31,14,0,4,0,1,33
94,4,111,"Male",1,14,0,1,0,1,32
83,7,111,"Female",0,14,0,1,0,1,35
105,3,111,"Male",0,14,0,1,0,1,29
70,2,111,"Female",0,14,0,1,1,1,24
105,9,111,"Female",20,14,1,1,1,1,28
79,3,111,"Male",0,14,0,1,0,1,30
111,9,111,"Male",31,14,1,1,1,1,22
98,2,111,"Female",0,14,0,1,0,1,20
104,3,111,"Female",0,14,0,1,0,1,23
86,3,111,"Female",0,14,0,1,0,1,25
105,3,111,"Male",0,14,0,1,0,1,26
95,4,111,"Female",0,14,0,1,0,1,27
121,3,111,"Male",20,14,0,1,1,1,19
101,5,112,"Male",0,14,0,1,1,1,1
86,2,112,"Female",0,14,1,1,0,1,8
94,2,112,"Male",20,14,0,1,0,1,6
110,10,112,"Female",20,14,0,1,0,1,4
103,3,112,"Male",0,14,0,1,0,1,3
117,9,112,"Male",20,14,0,1,1,1,7
106,10,112,"Male",0,14,0,1,1,1,5
105,4,112,"Male",0,14,1,4,1,1,9
105,10,113,"Male",20,14,0,1,1,1,15
80,3,114,"Male",0,14,0,2,1,1,7
100,6,115,"Male",0,14,0,1,0,1,9
105,10,115,"Female",0,14,0,1,0,1,13
80,2,115,"Female",0,14,0,1,0,1,7
82,3,115,"Male",0,14,1,1,0,1,14
84,2,115,"Female",0,14,0,1,0,1,5
102,10,115,"Female",1,14,1,1,1,1,4
111,10,115,"Male",0,14,1,1,1,1,6
127,10,115,"Male",20,14,0,1,1,1,3
112,10,115,"Male",20,14,1,1,0,1,2
82,6,115,"Female",0,14,0,1,0,1,10
101,3,115,"Female",1,14,0,1,0,1,15
91,5,115,"Female",20,14,0,1,1,1,16
91,2,115,"Female",0,14,0,1,0,1,12
70,4,115,"Female",0,14,0,1,0,1,8
82,8,115,"Male",20,14,0,1,0,1,11
93,5,117,"Male",0,14,0,2,0,1,10
93,5,119,"Male",0,14,1,1,1,1,2
122,9,119,"Male",31,14,0,1,0,1,1
116,8,119,"Female",0,14,0,1,0,1,23
81,2,119,"Female",0,14,0,1,0,1,35
88,7,119,"Female",0,14,0,1,0,1,22
100,8,119,"Female",0,14,1,1,1,1,34
85,9,119,"Female",20,14,1,1,1,1,33
110,10,119,"Female",0,14,0,1,1,1,24
104,7,119,"Male",20,14,1,1,1,1,25
86,2,119,"Male",0,14,0,1,0,1,8
106,2,119,"Male",0,14,0,1,0,1,26
112,6,119,"Female",0,14,0,1,0,1,6
91,2,119,"Male",0,14,0,1,1,1,4
112,8,119,"Male",1,14,0,1,0,1,5
101,10,119,"Male",0,14,1,1,1,1,3
118,10,119,"Male",1,14,1,1,1,1,12
98,5,119,"Male",0,14,0,1,0,1,16
95,3,119,"Female",0,14,0,1,0,1,17
119,9,119,"Male",0,14,0,1,0,1,15
100,4,119,"Male",0,14,1,1,1,1,28
84,2,119,"Male",0,14,0,1,0,1,11
105,8,119,"Male",0,14,0,1,0,1,32
103,5,119,"Male",0,14,0,1,0,1,7
91,2,119,"Female",0,14,0,1,1,1,10
110,10,119,"Female",1,14,1,1,0,1,9
103,8,119,"Male",0,14,0,1,0,1,13
99,6,119,"Male",0,14,0,1,0,1,14
99,7,119,"Male",0,14,0,1,0,1,19
113,8,119,"Female",0,14,0,1,0,1,20
113,8,119,"Female",0,14,0,1,0,1,18
88,4,119,"Female",0,14,0,1,0,1,21
85,4,119,"Female",0,14,0,1,0,1,31
98,3,119,"Female",0,14,1,1,1,1,30
83,3,119,"Male",0,14,0,1,1,1,27
95,7,119,"Male",0,14,0,1,0,1,29
82,1,120,"Male",0,14,0,4,0,1,10
92,2,120,"Male",0,14,0,1,0,1,3
92,4,120,"Male",20,14,0,4,0,1,2
81,3,120,"Male",0,14,0,1,0,1,1
88,2,120,"Male",0,14,0,1,0,1,7
99,9,120,"Male",0,14,0,1,0,1,6
81,3,120,"Male",0,14,0,1,0,1,8
100,5,120,"Male",31,14,0,1,0,1,9
98,2,120,"Female",0,14,0,1,0,1,5
98,2,120,"Female",0,14,0,1,0,1,4
120,10,122,"Female",0,14,0,1,1,1,56
82,3,127,"Male",0,14,0,2,1,1,10
118,6,133,"Male",0,14,0,1,0,1,39
129,10,133,"Male",31,14,0,1,0,1,14
80,2,133,"Male",0,14,0,1,1,1,19
86,4,133,"Male",20,14,1,1,1,1,15
84,2,133,"Female",20,14,0,1,0,1,13
93,2,133,"Male",0,14,0,1,0,1,24
103,9,133,"Female",0,14,1,1,0,1,38
105,4,133,"Male",20,14,1,1,1,1,18
105,9,133,"Female",0,14,0,1,1,1,17
81,1,133,"Male",0,14,0,1,0,1,16
74,2,133,"Female",0,14,1,1,1,1,26
90,5,133,"Male",20,14,0,1,0,1,1
112,10,133,"Female",0,14,1,1,0,1,3
109,10,133,"Female",20,14,1,1,1,1,5
96,1,133,"Male",0,14,0,1,0,1,4
121,9,133,"Female",20,14,1,1,1,1,23
73,2,133,"Male",20,14,1,1,1,1,21
116,10,133,"Female",0,14,1,1,1,1,20
80,1,133,"Female",0,14,1,1,1,1,2
91,8,133,"Female",20,14,1,1,0,1,22
102,5,133,"Male",20,14,0,1,0,1,25
91,3,133,"Male",1,14,0,1,0,1,12
84,1,133,"Male",0,14,1,1,1,1,32
112,10,133,"Female",0,14,1,1,0,1,8
95,6,133,"Female",0,14,0,1,1,1,35
91,1,133,"Male",0,14,0,4,0,1,7
76,3,133,"Male",0,14,1,1,1,1,36
107,8,133,"Female",0,14,0,1,0,1,34
103,10,133,"Male",0,14,0,1,0,1,33
96,5,133,"Female",0,14,0,1,0,1,40
89,2,133,"Male",0,14,0,1,0,1,9
102,6,133,"Male",31,14,0,1,0,1,30
88,1,133,"Male",0,14,1,1,1,1,10
103,9,133,"Female",0,14,1,1,0,1,29
101,5,133,"Female",0,14,1,1,1,1,11
109,10,133,"Male",0,14,0,1,0,1,31
93,8,133,"Female",0,14,1,1,0,1,6
114,9,133,"Female",0,14,1,1,1,1,27
90,2,133,"Female",0,14,0,4,1,1,37
89,1,133,"Female",0,14,0,1,1,1,28
119,9,136,"Female",20,14,0,1,0,1,16
90,3,136,"Female",0,14,1,2,1,1,12
101,10,138,"Male",20,14,1,1,1,1,5
128,9,138,"Female",0,14,0,1,0,1,8
91,2,138,"Male",0,14,0,1,0,1,3
90,1,138,"Male",0,14,0,1,0,1,4
112,9,138,"Female",0,14,1,1,0,1,10
99,8,138,"Male",20,14,1,1,1,1,2
94,7,138,"Male",0,14,0,1,0,1,11
108,6,138,"Female",0,14,1,1,1,1,7
91,2,138,"Male",0,14,0,1,0,1,6
104,3,138,"Female",20,14,0,1,0,1,9
94,5,138,"Female",0,14,0,1,0,1,12
82,2,138,"Female",0,14,0,4,0,1,24
85,2,138,"Female",20,14,0,4,0,1,21
95,4,138,"Male",0,14,0,1,0,1,14
81,2,138,"Male",0,14,1,1,1,1,22
95,4,138,"Female",0,14,0,1,1,1,23
83,7,138,"Male",20,14,1,1,1,1,25
108,8,138,"Male",0,14,0,1,1,1,1
94,5,138,"Female",31,14,0,1,0,1,15
113,10,138,"Female",20,14,0,1,0,1,16
115,10,138,"Female",1,14,1,1,1,1,13
93,9,138,"Male",0,14,0,1,0,1,20
77,10,138,"Female",0,14,1,1,1,1,18
106,4,138,"Male",20,14,1,1,1,1,19
93,6,138,"Male",20,14,0,1,1,1,17
94,3,139,"Female",31,14,1,2,1,1,3
103,5,139,"Male",0,14,0,2,0,1,4
112,5,140,"Female",0,14,0,2,1,1,12
96,3,141,"Male",0,14,1,4,1,1,13
85,2,141,"Male",0,14,0,1,0,1,14
105,3,141,"Male",0,14,0,2,0,1,6
83,2,141,"Female",0,14,0,2,0,1,4
96,4,141,"Male",0,14,0,2,0,1,9
100,9,141,"Male",0,14,0,2,0,1,7
77,2,14,"Male",0,15,0,1,0,1,35
102,10,101,"Male",20,15,1,2,0,1,12
90,5,103,"Male",0,15,0,1,0,1,3
95,6,103,"Female",0,15,0,1,0,1,2
126,10,108,"Female",31,15,0,1,0,1,15
93,4,108,"Female",0,15,0,1,1,1,31
86,3,108,"Male",0,15,0,1,0,1,25
113,7,108,"Female",0,15,0,1,0,1,19
104,1,108,"Male",0,15,0,1,0,1,28
77,2,108,"Female",0,15,0,1,0,1,29
88,3,108,"Male",20,15,0,1,0,1,27
107,8,108,"Male",0,15,0,4,0,1,26
106,6,108,"Male",20,15,0,4,0,1,18
94,1,108,"Male",0,15,0,1,0,1,11
96,4,108,"Male",0,15,0,1,1,1,9
121,10,108,"Male",0,15,0,1,0,1,8
98,10,108,"Female",0,15,0,1,1,1,12
94,5,108,"Female",0,15,0,4,1,1,13
103,7,108,"Male",20,15,0,1,1,1,1
92,2,108,"Male",0,15,1,1,1,1,6
95,2,108,"Male",0,15,0,1,1,1,2
92,5,108,"Female",31,15,0,1,1,1,10
81,2,108,"Female",0,15,0,1,1,1,4
89,2,108,"Female",0,15,1,1,1,1,7
99,2,108,"Male",0,15,0,1,0,1,5
83,4,108,"Male",0,15,0,1,1,1,3
92,5,108,"Male",0,15,0,1,0,1,22
101,5,108,"Female",0,15,0,1,0,1,21
75,4,108,"Female",0,15,0,1,1,1,20
98,4,108,"Female",0,15,0,1,0,1,23
91,4,108,"Female",0,15,1,1,1,1,24
100,4,109,"Male",0,15,1,1,1,1,10
92,9,109,"Male",0,15,0,2,0,1,30
108,8,110,"Male",0,15,0,1,0,1,20
102,8,110,"Male",0,15,0,1,0,1,21
89,4,110,"Female",0,15,0,1,0,1,24
101,6,110,"Female",0,15,0,1,0,1,22
113,4,110,"Male",0,15,0,1,0,1,3
75,4,110,"Male",0,15,0,1,0,1,6
117,10,110,"Male",0,15,0,1,1,1,2
100,3,110,"Male",20,15,0,1,0,1,27
109,9,110,"Male",0,15,1,1,1,1,1
82,5,110,"Female",31,15,0,1,0,1,25
89,5,110,"Male",0,15,0,1,0,1,5
116,4,110,"Female",31,15,0,1,0,1,16
134,10,110,"Male",31,15,1,1,0,1,18
102,2,110,"Male",0,15,0,1,0,1,9
92,2,110,"Female",31,15,0,1,0,1,14
83,3,110,"Female",0,15,1,1,1,1,17
83,2,110,"Male",0,15,0,1,0,1,13
105,4,110,"Male",0,15,1,1,1,1,19
111,10,110,"Male",20,15,1,1,1,1,7
100,4,110,"Male",0,15,0,1,0,1,11
117,8,110,"Male",20,15,0,1,0,1,23
85,5,110,"Male",0,15,1,1,0,1,10
104,10,110,"Female",0,15,0,1,0,1,8
90,1,110,"Male",0,15,0,1,0,1,26
96,6,110,"Female",0,15,0,1,0,1,12
93,6,110,"Female",0,15,0,1,0,1,15
84,3,110,"Female",0,15,0,1,0,1,40
114,9,110,"Male",31,15,0,1,0,1,35
108,9,110,"Female",0,15,0,1,0,1,41
89,5,110,"Female",0,15,0,4,0,1,30
85,3,110,"Male",0,15,0,1,0,1,38
126,10,110,"Female",31,15,1,1,1,1,36
83,2,110,"Male",0,15,0,1,0,1,39
90,4,110,"Female",0,15,0,1,0,1,37
112,8,110,"Female",0,15,0,1,0,1,4
79,3,110,"Female",0,15,0,1,1,1,28
120,6,110,"Male",0,15,0,1,0,1,29
101,10,110,"Male",0,15,0,1,1,1,31
115,7,110,"Male",0,15,1,1,1,1,33
74,3,110,"Male",20,15,0,1,0,1,34
105,7,111,"Female",0,15,0,1,0,1,3
111,10,113,"Female",0,15,0,1,0,1,23
81,2,113,"Female",0,15,0,1,0,1,22
104,9,113,"Male",0,15,0,1,0,1,3
74,2,113,"Male",0,15,0,1,0,1,24
96,6,113,"Male",0,15,0,1,0,1,18
94,4,113,"Male",31,15,0,2,0,1,13
99,6,113,"Male",0,15,0,1,0,1,5
94,8,113,"Male",20,15,1,1,1,1,4
105,4,113,"Female",0,15,0,1,0,1,1
70,2,113,"Male",0,15,0,1,1,1,8
84,2,113,"Female",0,15,0,1,0,1,2
103,8,113,"Male",0,15,1,1,0,1,11
89,4,113,"Male",0,15,0,1,0,1,26
113,5,113,"Male",20,15,1,1,0,1,28
95,5,113,"Female",0,15,0,1,0,1,25
70,2,113,"Male",0,15,0,1,0,1,32
102,8,113,"Male",0,15,0,1,0,1,33
81,4,113,"Male",20,15,0,1,1,1,27
90,2,113,"Male",20,15,1,1,1,1,7
102,10,113,"Female",20,15,0,1,0,1,9
103,9,113,"Female",0,15,0,1,1,1,20
110,3,113,"Female",0,15,0,1,0,1,14
124,10,113,"Male",0,15,0,1,0,1,16
94,3,113,"Female",0,15,0,1,0,1,10
96,3,113,"Female",0,15,0,1,0,1,29
114,9,113,"Female",20,15,1,1,1,1,30
93,5,113,"Male",0,15,0,4,0,1,19
83,2,113,"Male",0,15,0,1,1,1,6
99,5,113,"Male",31,15,1,1,1,1,17
98,10,118,"Male",0,15,0,1,0,1,13
94,5,118,"Male",20,15,0,1,1,1,17
98,5,118,"Female",20,15,0,1,1,1,19
106,10,118,"Female",0,15,1,1,0,1,24
84,3,118,"Female",0,15,0,1,0,1,25
115,9,118,"Female",0,15,1,1,0,1,26
96,6,118,"Male",0,15,0,2,0,1,20
112,8,118,"Male",1,15,1,1,0,1,18
82,3,118,"Female",20,15,0,1,0,1,22
96,8,118,"Male",31,15,0,1,0,1,23
103,4,118,"Male",0,15,0,1,0,1,21
119,10,118,"Male",1,15,1,1,0,1,15
96,3,118,"Female",0,15,0,1,0,1,16
103,4,118,"Female",0,15,0,1,0,1,14
88,4,118,"Female",20,15,0,1,0,1,11
109,10,118,"Female",31,15,1,1,1,1,8
106,8,118,"Female",20,15,0,1,0,1,9
110,10,118,"Male",20,15,1,1,1,1,7
99,4,118,"Male",0,15,0,1,0,1,6
98,2,118,"Male",0,15,0,1,1,1,10
88,4,118,"Female",0,15,0,1,0,1,5
113,9,118,"Female",0,15,0,1,0,1,12
115,8,118,"Female",0,15,1,1,1,1,4
94,8,125,"Male",1,15,1,1,0,1,1
104,5,125,"Female",20,15,1,1,1,1,5
98,4,125,"Male",0,15,1,1,1,1,6
100,7,125,"Male",1,15,1,1,1,1,7
114,10,125,"Male",1,15,1,1,1,1,3
102,7,125,"Male",31,15,0,1,0,1,4
85,5,125,"Female",0,15,0,1,0,1,2
112,9,131,"Male",31,15,0,2,1,1,6
90,7,131,"Female",20,15,0,1,1,1,11
99,6,131,"Male",31,15,0,1,0,1,12
95,3,131,"Female",31,15,0,1,0,1,4
74,2,131,"Male",31,15,1,1,1,1,9
85,3,131,"Male",20,15,0,1,0,1,10
99,7,131,"Female",20,15,1,1,1,1,5
88,3,131,"Male",0,15,1,1,0,1,7
107,10,131,"Female",20,15,1,1,0,1,1
105,7,131,"Male",1,15,0,1,1,1,8
105,5,135,"Female",0,15,0,2,1,1,10
83,3,135,"Male",0,15,0,2,0,1,26
113,10,142,"Female",20,15,0,1,1,1,6
79,2,143,"Female",0,15,1,1,1,1,8
94,3,101,"Male",31,16,0,2,0,1,3
116,10,102,"Female",0,16,0,1,1,1,1
117,4,102,"Male",0,16,0,1,0,1,10
91,3,102,"Male",0,16,0,1,0,1,12
126,10,102,"Female",0,16,0,1,0,1,3
117,10,102,"Female",0,16,0,1,0,1,2
118,8,102,"Male",0,16,0,1,0,1,4
95,7,102,"Female",0,16,0,1,0,1,7
115,10,102,"Female",0,16,0,1,1,1,5
82,2,102,"Male",0,16,1,1,1,1,13
86,2,102,"Male",0,16,1,1,1,1,8
92,5,102,"Female",0,16,0,1,0,1,9
94,2,102,"Male",0,16,0,1,0,1,6
119,10,107,"Female",31,16,1,1,1,1,43
104,5,107,"Male",1,16,0,2,0,1,23
91,4,116,"Female",0,16,1,1,1,1,49
96,3,116,"Female",0,16,1,1,0,1,34
76,4,116,"Female",0,16,0,4,0,1,51
96,5,116,"Female",0,16,0,1,1,1,33
110,10,116,"Male",0,16,0,1,0,1,52
121,10,116,"Male",0,16,1,1,0,1,30
80,2,116,"Male",0,16,1,1,1,1,31
102,4,116,"Male",0,16,1,1,1,1,29
107,10,116,"Female",31,16,0,1,1,1,32
99,10,116,"Male",0,16,1,1,1,1,28
103,10,116,"Female",20,16,1,1,1,1,27
83,5,116,"Male",20,16,1,1,1,1,19
100,8,116,"Male",1,16,0,1,0,1,17
91,7,116,"Male",20,16,0,1,0,1,26
124,10,116,"Female",0,16,0,1,0,1,20
72,5,116,"Male",20,16,0,1,0,1,18
83,3,116,"Male",20,16,0,1,0,1,3
94,2,116,"Female",0,16,0,4,0,1,1
84,6,116,"Male",0,16,0,1,0,1,7
113,10,116,"Male",0,16,1,1,0,1,25
109,10,116,"Male",0,16,0,1,0,1,22
99,9,116,"Male",20,16,1,1,1,1,24
104,5,116,"Male",0,16,1,1,0,1,23
105,10,116,"Male",31,16,0,1,0,1,8
92,10,116,"Female",20,16,0,1,1,1,10
106,10,116,"Female",31,16,0,1,0,1,15
103,10,116,"Male",0,16,1,1,1,1,13
96,9,116,"Male",0,16,0,1,0,1,11
104,9,116,"Male",0,16,0,1,0,1,12
103,6,116,"Male",0,16,0,4,0,1,43
94,8,116,"Male",0,16,0,1,0,1,4
76,1,116,"Female",0,16,0,1,0,1,9
92,3,116,"Male",0,16,0,1,0,1,14
108,6,116,"Female",0,16,0,1,1,1,16
101,5,116,"Female",0,16,0,4,1,1,2
88,5,116,"Male",20,16,0,1,1,1,5
82,3,116,"Male",0,16,0,1,0,1,6
94,6,116,"Female",31,16,1,1,1,1,42
120,10,116,"Male",20,16,1,1,1,1,40
98,6,116,"Male",0,16,0,1,0,1,41
88,3,116,"Female",0,16,0,1,0,1,39
106,7,116,"Female",0,16,0,1,0,1,37
92,2,116,"Female",1,16,1,1,1,1,38
94,9,116,"Female",20,16,0,1,0,1,44
100,7,116,"Female",0,16,0,1,0,1,35
114,10,116,"Male",0,16,0,1,0,1,45
100,6,116,"Female",20,16,0,3,0,1,48
108,10,116,"Female",0,16,0,3,1,1,46
96,5,116,"Female",20,16,1,1,1,1,36
96,6,116,"Male",0,16,0,1,0,1,47
88,3,116,"Male",0,16,0,1,0,1,21
89,4,124,"Male",0,16,0,1,0,1,1
110,10,124,"Female",20,16,1,1,0,1,8
115,8,124,"Female",0,16,0,1,0,1,9
112,10,124,"Female",0,16,0,1,1,1,3
140,10,124,"Male",20,16,0,1,0,1,2
96,5,124,"Male",0,16,0,1,0,1,5
90,4,124,"Female",0,16,1,1,0,1,4
93,2,124,"Female",0,16,0,1,0,1,7
117,10,124,"Female",1,16,0,1,1,1,6
94,7,129,"Male",0,16,0,1,0,1,11
90,5,129,"Female",0,16,0,2,0,1,12
84,2,129,"Male",0,16,0,4,0,1,8
107,4,129,"Female",0,16,0,1,0,1,10
91,3,129,"Male",0,16,0,4,0,1,7
118,9,129,"Female",0,16,0,1,0,1,9
114,10,129,"Female",0,16,1,2,0,1,5
93,2,129,"Female",0,16,1,1,1,1,3
98,7,129,"Female",0,16,0,1,0,1,1
85,3,129,"Female",0,16,0,1,0,1,4
110,3,129,"Female",20,16,1,1,1,1,2
96,2,129,"Male",0,16,0,1,0,1,6
91,9,132,"Male",31,16,0,2,1,1,6
114,10,132,"Female",0,16,0,1,0,1,3
101,8,132,"Female",0,16,0,1,1,1,2
119,9,132,"Female",20,16,0,1,0,1,5
99,7,132,"Male",0,16,0,1,0,1,1
90,3,132,"Female",0,16,1,1,0,1,4
112,9,132,"Male",0,16,0,1,0,1,12
103,8,132,"Female",20,16,0,1,0,1,9
111,10,132,"Male",0,16,0,1,0,1,7
102,10,132,"Male",0,16,0,1,1,1,18
102,8,132,"Female",0,16,1,1,1,1,8
74,3,132,"Male",20,16,1,1,1,1,13
102,8,132,"Male",20,16,0,1,0,1,11
70,3,132,"Male",0,16,0,1,0,1,16
100,7,132,"Male",31,16,0,1,0,1,10
76,2,132,"Male",0,16,0,1,0,1,17
102,4,132,"Female",20,16,1,1,1,1,14
96,7,132,"Male",0,16,0,1,0,1,15
100,10,137,"Male",0,16,0,1,0,1,4
71,2,137,"Female",0,16,1,1,1,1,3
96,6,137,"Female",20,16,0,1,0,1,16
95,3,137,"Male",0,16,0,1,0,1,10
106,6,137,"Female",0,16,0,1,0,1,7
103,6,137,"Female",0,16,0,1,0,1,8
111,8,137,"Female",0,16,0,1,0,1,11
106,4,137,"Female",0,16,0,1,1,1,5
122,10,137,"Male",1,16,1,1,1,1,6
88,2,137,"Female",0,16,1,1,1,1,9
94,2,137,"Female",0,16,0,1,0,1,2
101,6,137,"Male",20,16,1,1,0,1,12
98,2,137,"Female",1,16,0,1,1,1,23
92,2,137,"Female",31,16,0,1,0,1,21
108,5,137,"Female",31,16,0,1,0,1,25
100,2,137,"Female",0,16,0,1,0,1,1
80,3,137,"Male",0,16,1,1,1,1,24
94,3,137,"Female",0,16,0,1,0,1,22
106,10,137,"Male",0,16,0,1,0,1,15
110,10,137,"Female",1,16,0,3,1,1,18
89,4,137,"Male",0,16,0,1,0,1,13
110,5,137,"Female",0,16,0,4,0,1,17
98,10,137,"Male",20,16,0,1,1,1,19
123,10,137,"Female",31,16,1,1,1,1,14
102,7,141,"Male",0,16,0,1,1,1,11
78,2,141,"Male",0,16,0,1,0,1,5
83,3,141,"Female",0,16,0,1,0,1,8
84,3,141,"Female",0,16,0,1,0,1,10
102,8,143,"Male",20,16,0,1,0,1,29
111,6,9,"Female",0,17,0,1,0,1,28
100,5,95,"Male",0,17,0,1,0,1,1
90,5,95,"Male",0,17,0,1,0,1,7
103,10,95,"Female",20,17,0,1,1,1,8
112,9,95,"Female",1,17,0,1,0,1,9
107,7,95,"Male",20,17,0,1,0,1,3
110,7,95,"Female",0,17,0,1,0,1,4
108,7,95,"Male",20,17,1,1,1,1,2
110,10,95,"Female",20,17,0,2,0,1,5
92,6,95,"Female",0,17,0,1,0,1,6
105,10,107,"Female",20,17,1,1,1,1,9
86,2,107,"Male",0,17,1,1,1,1,10
81,3,107,"Male",0,17,0,1,0,1,8
105,10,107,"Male",31,17,0,1,0,1,14
88,2,107,"Male",0,17,0,1,0,1,13
107,6,107,"Female",20,17,0,1,1,1,11
92,4,107,"Male",0,17,1,1,1,1,20
86,2,107,"Male",20,17,0,1,1,1,21
98,6,107,"Female",0,17,0,1,0,1,15
100,9,107,"Male",0,17,0,1,0,1,19
98,6,107,"Female",0,17,0,1,0,1,18
118,10,107,"Female",1,17,1,1,1,1,26
112,9,107,"Male",20,17,1,1,1,1,17
70,2,107,"Male",0,17,0,1,0,1,28
121,10,107,"Female",1,17,1,1,1,1,47
120,10,107,"Female",20,17,1,1,1,1,50
76,2,107,"Male",1,17,0,1,0,1,27
115,7,107,"Female",20,17,0,1,0,1,12
106,10,107,"Female",0,17,0,1,0,1,24
90,5,107,"Male",31,17,0,1,0,1,22
105,5,107,"Female",20,17,1,1,0,1,30
131,7,107,"Male",31,17,0,1,0,1,25
96,9,107,"Female",0,17,1,1,0,1,29
100,10,107,"Female",20,17,1,1,1,1,16
100,8,107,"Female",0,17,0,1,0,1,31
95,4,107,"Female",20,17,0,1,1,1,40
107,10,107,"Male",1,17,0,1,0,1,35
113,6,107,"Female",20,17,0,1,0,1,49
95,6,107,"Male",20,17,0,1,0,1,36
82,5,107,"Male",20,17,1,1,1,1,39
113,10,107,"Female",20,17,0,1,0,1,38
92,6,107,"Female",20,17,0,1,0,1,37
123,10,107,"Female",20,17,1,1,1,1,42
106,3,107,"Male",20,17,0,1,1,1,41
102,8,107,"Male",0,17,0,1,0,1,46
89,5,107,"Female",31,17,0,1,0,1,32
103,8,107,"Female",20,17,0,1,0,1,33
103,5,107,"Female",20,17,0,1,0,1,44
101,7,107,"Male",1,17,1,1,1,1,45
85,4,107,"Male",20,17,0,1,0,1,1
117,5,107,"Female",20,17,0,1,0,1,4
82,3,107,"Female",0,17,0,1,1,1,2
96,3,107,"Female",20,17,1,1,0,1,3
104,7,107,"Female",0,17,1,1,0,1,48
98,8,107,"Male",1,17,0,1,0,1,7
104,7,107,"Male",20,17,1,1,1,1,5
100,10,107,"Male",20,17,0,1,0,1,6
102,5,109,"Male",20,17,0,1,0,1,16
70,3,111,"Male",0,17,0,1,0,1,39
112,8,122,"Female",0,17,1,1,0,1,44
85,3,122,"Female",0,17,0,1,0,1,28
83,5,122,"Female",0,17,0,1,0,1,33
110,10,122,"Female",20,17,0,1,0,1,43
96,2,122,"Female",0,17,1,1,0,1,37
108,6,122,"Female",0,17,0,1,0,1,17
104,4,122,"Female",20,17,1,1,0,1,42
100,2,122,"Female",0,17,0,4,1,1,41
76,6,122,"Male",20,17,1,1,0,1,10
86,3,122,"Female",0,17,0,1,0,1,29
102,3,122,"Male",0,17,0,1,0,1,30
